com.samsung.health.sleep_stage;6110061;6;;;;;;;;
2021-01-18 02:53:00.000;8ecfa755-3879-1fd4-6a9c-803dfb476657;;18.01.21 06:36;18.01.21 06:36;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-18 02:54:00.000;5cf49857-ff05-05b1-fab8-1868433a58e5
2021-01-16 10:05:00.000;58ac3ded-4a46-b9c0-bf44-e50677a40ffd;;16.01.21 11:11;16.01.21 11:11;40004;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 10:11:00.000;9ba78c8d-f0aa-0a74-a12d-5f13071f79fc
2021-01-19 02:24:00.000;aa743796-ee11-dd3e-5f72-0a56030c87ba;;19.01.21 09:21;19.01.21 09:21;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-19 02:38:00.000;7d840ef0-f5a8-1848-1f7a-f62454e6e3cb
2021-01-15 09:15:00.000;7ca23a0b-1219-51cf-6cc2-f1a70e16951a;;15.01.21 09:22;15.01.21 09:22;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-15 09:18:00.000;b48f303d-57ba-8049-5c10-cd75fd5aeec7
2021-01-20 07:09:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40004;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 07:22:00.000;10af9bc1-b506-da01-923b-76cec003ae48
2021-01-18 02:54:00.000;8ecfa755-3879-1fd4-6a9c-803dfb476657;;18.01.21 06:36;18.01.21 06:36;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-18 02:57:00.000;17ef411c-02d7-5890-478d-1af43c335cae
2021-01-19 02:38:00.000;aa743796-ee11-dd3e-5f72-0a56030c87ba;;19.01.21 09:21;19.01.21 09:21;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-19 02:39:00.000;c4677bbd-0c96-4c63-1775-bf00e2859b38
2021-01-16 02:36:00.000;58ac3ded-4a46-b9c0-bf44-e50677a40ffd;;16.01.21 11:11;16.01.21 11:11;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 02:52:00.000;3df68618-1d33-b8af-8b21-db5a4a241aba
2021-01-20 07:22:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 07:23:00.000;87f57428-406d-7dc5-5546-8badd943d4f7
2021-01-18 02:57:00.000;8ecfa755-3879-1fd4-6a9c-803dfb476657;;18.01.21 06:36;18.01.21 06:36;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-18 02:59:00.000;e80c5014-56f7-015b-fe3a-4abd92496c02
2021-01-19 02:39:00.000;aa743796-ee11-dd3e-5f72-0a56030c87ba;;19.01.21 09:21;19.01.21 09:21;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-19 02:52:00.000;cb41985d-48fc-475e-3c25-528c9eca1b39
2021-01-16 02:52:00.000;58ac3ded-4a46-b9c0-bf44-e50677a40ffd;;16.01.21 11:11;16.01.21 11:11;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 02:53:00.000;b8a99706-ad94-1edc-9eeb-f1e785bcc433
2021-01-20 07:23:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 07:24:00.000;b1fb8cfa-9afc-465d-4e8f-a362e826fb2c
2021-01-19 02:52:00.000;aa743796-ee11-dd3e-5f72-0a56030c87ba;;19.01.21 09:21;19.01.21 09:21;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-19 02:54:00.000;1ebe2872-685a-dec4-c933-7aa2bf1865e0
2021-01-21 06:14:00.000;65ef49df-b887-6da3-d0b4-9805556d90f1;;21.01.21 09:31;21.01.21 09:31;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-21 06:16:00.000;960f8d8c-17ec-503a-1a46-a1267c9ccab9
2021-01-20 07:24:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 07:26:00.000;adf97f9c-fdaa-6784-ee40-cef60d50b66b
2021-01-21 06:16:00.000;65ef49df-b887-6da3-d0b4-9805556d90f1;;21.01.21 09:31;21.01.21 09:31;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-21 06:18:00.000;d381f0c9-6ebb-0e78-b3b3-6c8c0590f7fc
2021-01-19 02:54:00.000;aa743796-ee11-dd3e-5f72-0a56030c87ba;;19.01.21 09:21;19.01.21 09:21;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-19 02:59:00.000;1852df50-19ae-2326-b586-2d9fa68880b9
2021-01-16 02:53:00.000;58ac3ded-4a46-b9c0-bf44-e50677a40ffd;;16.01.21 11:11;16.01.21 11:11;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 02:54:00.000;c3507d5e-692e-1cb4-eda1-37bb4c69865a
2021-01-16 10:11:00.000;58ac3ded-4a46-b9c0-bf44-e50677a40ffd;;16.01.21 11:11;16.01.21 11:11;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 10:14:00.000;13f76a10-9e6d-9228-aa17-c36e75290793
2021-01-20 07:26:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 07:27:00.000;f52ebe84-2b91-a29d-9a63-dfab2eca23bf
2021-01-21 06:18:00.000;65ef49df-b887-6da3-d0b4-9805556d90f1;;21.01.21 09:31;21.01.21 09:31;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-21 06:39:00.000;24e771d1-5874-50b9-1d9e-8ffe47a7b93d
2021-01-16 02:54:00.000;58ac3ded-4a46-b9c0-bf44-e50677a40ffd;;16.01.21 11:11;16.01.21 11:11;40003;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 03:05:00.000;37872d0d-1d76-72e4-b5ba-fda55d595262
2021-01-18 02:59:00.000;8ecfa755-3879-1fd4-6a9c-803dfb476657;;18.01.21 06:36;18.01.21 06:36;40004;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-18 03:09:00.000;988b0115-199a-6b67-95dd-1997a653976a
2021-01-16 10:14:00.000;58ac3ded-4a46-b9c0-bf44-e50677a40ffd;;16.01.21 11:11;16.01.21 11:11;40004;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 10:20:00.000;81e0b2f6-7e80-22fb-3ba9-896fdbe3549c
2021-01-20 07:27:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 07:28:00.000;1adfc167-a645-ffb3-c35f-621eb33ce7aa
2021-01-16 03:05:00.000;58ac3ded-4a46-b9c0-bf44-e50677a40ffd;;16.01.21 11:11;16.01.21 11:11;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 03:12:00.000;8776f172-3e48-607f-5e6e-111acae35619
2021-01-21 06:39:00.000;65ef49df-b887-6da3-d0b4-9805556d90f1;;21.01.21 09:31;21.01.21 09:31;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-21 06:40:00.000;ab8312c7-4273-e29e-87b9-24e58af96848
2021-01-19 02:59:00.000;aa743796-ee11-dd3e-5f72-0a56030c87ba;;19.01.21 09:21;19.01.21 09:21;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-19 03:00:00.000;87a53755-469a-1d82-77c0-72ed1534f58a
2021-01-20 07:28:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 07:29:00.000;adf8103f-5329-85a3-3f27-cb54300af8c2
2021-01-18 03:09:00.000;8ecfa755-3879-1fd4-6a9c-803dfb476657;;18.01.21 06:36;18.01.21 06:36;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-18 03:10:00.000;42025a9d-9e73-5021-394b-43d40c5c46b7
2021-01-16 03:12:00.000;58ac3ded-4a46-b9c0-bf44-e50677a40ffd;;16.01.21 11:11;16.01.21 11:11;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 03:13:00.000;6e74fca4-b033-0f5e-769d-3f4b2defde80
2021-01-16 10:20:00.000;58ac3ded-4a46-b9c0-bf44-e50677a40ffd;;16.01.21 11:11;16.01.21 11:11;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 10:36:00.000;f2ee4e43-9c01-29ce-b297-e8b3811f42d4
2021-01-20 07:29:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 07:30:00.000;3012efb4-e11b-7400-52cd-95b15091ec79
2021-01-16 03:13:00.000;58ac3ded-4a46-b9c0-bf44-e50677a40ffd;;16.01.21 11:11;16.01.21 11:11;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 03:17:00.000;ff3cb640-d02d-9b77-909d-14876ec2d251
2021-01-21 06:40:00.000;65ef49df-b887-6da3-d0b4-9805556d90f1;;21.01.21 09:31;21.01.21 09:31;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-21 07:00:00.000;def15964-5b99-a1e5-67b6-6af24c6c494b
2021-01-16 10:36:00.000;58ac3ded-4a46-b9c0-bf44-e50677a40ffd;;16.01.21 11:11;16.01.21 11:11;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 10:39:00.000;1bc2617c-dc57-2dc6-cf6c-1fd044254887
2021-01-20 07:30:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 07:34:00.000;0a5ae505-6f9d-f475-863d-81d9bfd29a2e
2021-01-18 03:10:00.000;8ecfa755-3879-1fd4-6a9c-803dfb476657;;18.01.21 06:36;18.01.21 06:36;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-18 03:11:00.000;478dbff8-7e0e-7922-482e-a17756120976
2021-01-16 03:17:00.000;58ac3ded-4a46-b9c0-bf44-e50677a40ffd;;16.01.21 11:11;16.01.21 11:11;40004;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 03:23:00.000;441b5ac9-1a13-d769-93b6-a194740de9f9
2021-01-16 10:39:00.000;58ac3ded-4a46-b9c0-bf44-e50677a40ffd;;16.01.21 11:11;16.01.21 11:11;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 10:55:00.000;8381c815-e9fe-f3e8-9c2a-cd406f43760e
2021-01-20 07:34:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 07:35:00.000;bb1ce281-ec48-51a6-832f-ac7a2c5bddf2
2021-01-21 07:00:00.000;65ef49df-b887-6da3-d0b4-9805556d90f1;;21.01.21 09:31;21.01.21 09:31;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-21 07:02:00.000;be494d55-1160-f3ba-6deb-c3723e2334f6
2021-01-16 03:23:00.000;58ac3ded-4a46-b9c0-bf44-e50677a40ffd;;16.01.21 11:11;16.01.21 11:11;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 03:24:00.000;e9ca50bc-12c7-069f-d871-4d97b7c396ac
2021-01-16 17:17:00.000;4caaebd2-c96d-23f2-985b-f7c36510900d;;16.01.21 19:16;16.01.21 19:16;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 17:28:00.000;32cfedc4-e410-fe5b-4bd9-c52905d9c2f1
2021-01-20 07:35:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 07:39:00.000;f5427a91-aeb2-5ede-bc3e-5d993b8143ef
2021-01-18 03:11:00.000;8ecfa755-3879-1fd4-6a9c-803dfb476657;;18.01.21 06:36;18.01.21 06:36;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-18 03:16:00.000;1a790e92-69cb-3b6f-a534-922db402df20
2021-01-16 03:24:00.000;58ac3ded-4a46-b9c0-bf44-e50677a40ffd;;16.01.21 11:11;16.01.21 11:11;40004;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 03:30:00.000;f33a6859-3e7d-fd42-49a7-56b87c5756a9
2021-01-16 17:28:00.000;4caaebd2-c96d-23f2-985b-f7c36510900d;;16.01.21 19:16;16.01.21 19:16;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 17:30:00.000;70552fb0-4b28-99ff-d5a5-2620da401011
2021-01-20 07:39:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 07:41:00.000;3d5c9790-65b9-7796-8080-8465a9f37480
2021-01-19 03:00:00.000;aa743796-ee11-dd3e-5f72-0a56030c87ba;;19.01.21 09:21;19.01.21 09:21;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-19 03:04:00.000;995bf023-8856-695f-cb9b-68b35442f9fe
2021-01-18 03:16:00.000;8ecfa755-3879-1fd4-6a9c-803dfb476657;;18.01.21 06:36;18.01.21 06:36;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-18 03:44:00.000;57013ba6-e217-8393-52b9-e9c94859f7c0
2021-01-16 17:30:00.000;4caaebd2-c96d-23f2-985b-f7c36510900d;;16.01.21 19:16;16.01.21 19:16;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 18:10:00.000;949945d0-affd-fc8f-d150-eb6799fea77a
2021-01-21 07:02:00.000;65ef49df-b887-6da3-d0b4-9805556d90f1;;21.01.21 09:31;21.01.21 09:31;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-21 07:05:00.000;d9dd9b10-14ee-cc29-3434-e94512da9020
2021-01-20 07:41:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 07:44:00.000;f9e642ce-94b1-713b-55da-a0edf252c7dc
2021-01-16 03:30:00.000;58ac3ded-4a46-b9c0-bf44-e50677a40ffd;;16.01.21 11:11;16.01.21 11:11;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 03:32:00.000;5614feeb-480f-2ccf-6df1-cf64400355bd
2021-01-16 18:10:00.000;4caaebd2-c96d-23f2-985b-f7c36510900d;;16.01.21 19:16;16.01.21 19:16;40003;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 18:16:00.000;643d6192-67a3-2f91-4fba-bc04df9c395b
2021-01-21 07:05:00.000;65ef49df-b887-6da3-d0b4-9805556d90f1;;21.01.21 09:31;21.01.21 09:31;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-21 07:08:00.000;40bf6733-1aaa-3ba2-7258-411960d673ce
2021-01-20 07:44:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 07:45:00.000;71565554-f73b-9929-ea36-575709146d0a
2021-01-19 03:04:00.000;aa743796-ee11-dd3e-5f72-0a56030c87ba;;19.01.21 09:21;19.01.21 09:21;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-19 03:06:00.000;ba17daf1-ff39-0585-0cb2-ef423eaf19dd
2021-01-18 03:44:00.000;8ecfa755-3879-1fd4-6a9c-803dfb476657;;18.01.21 06:36;18.01.21 06:36;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-18 03:45:00.000;d2c0ab75-ef81-ae91-f18c-31d08363a2b6
2021-01-16 18:16:00.000;4caaebd2-c96d-23f2-985b-f7c36510900d;;16.01.21 19:16;16.01.21 19:16;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 18:23:00.000;d46283c7-0b12-ee6e-1601-1ffa58016d85
2021-01-20 07:45:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 07:49:00.000;46e81585-e3bf-668a-ee95-208213ae5e4d
2021-01-16 03:32:00.000;58ac3ded-4a46-b9c0-bf44-e50677a40ffd;;16.01.21 11:11;16.01.21 11:11;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 03:52:00.000;3e159bef-0962-fe88-e9ab-267abe9f338d
2021-01-21 07:08:00.000;65ef49df-b887-6da3-d0b4-9805556d90f1;;21.01.21 09:31;21.01.21 09:31;40004;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-21 07:20:00.000;3ba5c39a-f8df-602d-7f74-877043051828
2021-01-16 18:23:00.000;4caaebd2-c96d-23f2-985b-f7c36510900d;;16.01.21 19:16;16.01.21 19:16;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 18:25:00.000;cd1c8983-d7a4-7be1-f926-074afd2816d1
2021-01-20 07:49:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 07:51:00.000;72c8447f-5302-40fc-6aae-0b66c0394773
2021-01-16 03:52:00.000;58ac3ded-4a46-b9c0-bf44-e50677a40ffd;;16.01.21 11:11;16.01.21 11:11;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 03:57:00.000;ab9b12ab-da0e-61b4-c308-e6055774226c
2021-01-16 18:25:00.000;4caaebd2-c96d-23f2-985b-f7c36510900d;;16.01.21 19:16;16.01.21 19:16;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 18:26:00.000;3c8f00cf-9a89-35c6-23f9-7130ba45c9b8
2021-01-19 03:06:00.000;aa743796-ee11-dd3e-5f72-0a56030c87ba;;19.01.21 09:21;19.01.21 09:21;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-19 03:15:00.000;a3f1b822-46a7-11e9-56e3-5140c4b620b9
2021-01-20 07:51:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 07:54:00.000;b32a21aa-c46f-621d-a5f0-2df572d29290
2021-01-18 03:45:00.000;8ecfa755-3879-1fd4-6a9c-803dfb476657;;18.01.21 06:36;18.01.21 06:36;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-18 03:48:00.000;3fc94d89-172b-a00c-82c4-5f85d55fc646
2021-01-16 18:26:00.000;4caaebd2-c96d-23f2-985b-f7c36510900d;;16.01.21 19:16;16.01.21 19:16;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 18:36:00.000;2ceddd5c-202d-4960-c60f-953714a8d430
2021-01-21 07:20:00.000;65ef49df-b887-6da3-d0b4-9805556d90f1;;21.01.21 09:31;21.01.21 09:31;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-21 07:21:00.000;8aa5c420-0932-5a97-a841-499f204ea24f
2021-01-20 07:54:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 07:55:00.000;f50302e1-ffe0-5977-b417-ae2dad6ea416
2021-01-21 07:21:00.000;65ef49df-b887-6da3-d0b4-9805556d90f1;;21.01.21 09:31;21.01.21 09:31;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-21 07:25:00.000;ead992fc-fec8-7bfc-7ca4-f26bade3b620
2021-01-16 18:36:00.000;4caaebd2-c96d-23f2-985b-f7c36510900d;;16.01.21 19:16;16.01.21 19:16;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 18:38:00.000;bb53aa01-6118-7f5f-75ea-c21d483b7136
2021-01-21 09:11:00.000;65ef49df-b887-6da3-d0b4-9805556d90f1;;21.01.21 09:31;21.01.21 09:31;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-21 09:12:00.000;79c7dae3-eba8-3722-44e7-fc9aa0d0f0c6
2021-01-20 07:55:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 07:59:00.000;c7f6a5d4-9941-4077-5fd8-e8996b2874a9
2021-01-18 03:48:00.000;8ecfa755-3879-1fd4-6a9c-803dfb476657;;18.01.21 06:36;18.01.21 06:36;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-18 03:49:00.000;98aab499-a5a9-fe5e-90db-7bd0b726b34a
2021-01-16 18:38:00.000;4caaebd2-c96d-23f2-985b-f7c36510900d;;16.01.21 19:16;16.01.21 19:16;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 18:39:00.000;9dc57d28-0982-6106-f2b5-b1f564a30418
2021-01-21 09:12:00.000;65ef49df-b887-6da3-d0b4-9805556d90f1;;21.01.21 09:31;21.01.21 09:31;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-21 09:13:00.000;f9e24c34-1a02-668b-6950-81fafa024f35
2021-01-20 07:59:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 08:00:00.000;5aa5c90c-bfad-39ae-5d9c-e4be79f0c207
2021-01-18 03:49:00.000;8ecfa755-3879-1fd4-6a9c-803dfb476657;;18.01.21 06:36;18.01.21 06:36;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-18 03:50:00.000;de7bdfef-af4d-9e10-6bca-dacd28fdc79e
2021-01-16 18:39:00.000;4caaebd2-c96d-23f2-985b-f7c36510900d;;16.01.21 19:16;16.01.21 19:16;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 18:40:00.000;377aad34-1d41-3330-e2dd-05f79a75bcf8
2021-01-21 09:13:00.000;65ef49df-b887-6da3-d0b4-9805556d90f1;;21.01.21 09:31;21.01.21 09:31;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-21 09:14:00.000;bd65ab13-6219-2f24-a47b-b47eb01b2118
2021-01-20 08:00:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 08:04:00.000;896f7ed4-4fbb-4cde-7e31-4b1fc484640a
2021-01-16 18:40:00.000;4caaebd2-c96d-23f2-985b-f7c36510900d;;16.01.21 19:16;16.01.21 19:16;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 18:41:00.000;c26e446a-a05b-31d0-b70f-86f457885444
2021-01-18 03:50:00.000;8ecfa755-3879-1fd4-6a9c-803dfb476657;;18.01.21 06:36;18.01.21 06:36;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-18 03:52:00.000;26e88d95-1736-0a13-4e42-5f5964b603be
2021-01-21 09:14:00.000;65ef49df-b887-6da3-d0b4-9805556d90f1;;21.01.21 09:31;21.01.21 09:31;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-21 09:15:00.000;2819d355-2174-d9ae-75ba-78b776d7802d
2021-01-21 07:25:00.000;65ef49df-b887-6da3-d0b4-9805556d90f1;;21.01.21 09:31;21.01.21 09:31;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-21 07:26:00.000;e293d632-36ac-26c1-e265-d58d53933da6
2021-01-20 08:04:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 08:05:00.000;ad5909b8-cfb1-0868-4f47-6080afe12e82
2021-01-16 18:41:00.000;4caaebd2-c96d-23f2-985b-f7c36510900d;;16.01.21 19:16;16.01.21 19:16;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 18:42:00.000;f7cfd110-6b85-c4e1-9dfd-860437f1758f
2021-01-19 03:15:00.000;aa743796-ee11-dd3e-5f72-0a56030c87ba;;19.01.21 09:21;19.01.21 09:21;40003;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-19 03:20:00.000;646932b7-1f3a-a9dd-0737-6f1b49c217e5
2021-01-21 07:26:00.000;65ef49df-b887-6da3-d0b4-9805556d90f1;;21.01.21 09:31;21.01.21 09:31;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-21 07:27:00.000;22131eab-62e1-3e54-1d01-4057c3d87720
2021-01-20 08:05:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 08:09:00.000;6db49a43-2ca7-25c3-cd51-f2a902bbaf6d
2021-01-16 18:42:00.000;4caaebd2-c96d-23f2-985b-f7c36510900d;;16.01.21 19:16;16.01.21 19:16;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 18:43:00.000;614e8aad-ccbc-0e4f-3f3a-95c24eaa4477
2021-01-19 03:20:00.000;aa743796-ee11-dd3e-5f72-0a56030c87ba;;19.01.21 09:21;19.01.21 09:21;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-19 03:42:00.000;a9b8510f-af84-afd8-8abc-0f3806190580
2021-01-16 18:43:00.000;4caaebd2-c96d-23f2-985b-f7c36510900d;;16.01.21 19:16;16.01.21 19:16;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-16 18:44:00.000;3b70416d-bab4-cb8d-208b-b791c469a053
2021-01-20 08:09:00.000;2acedfd0-d662-54e0-e18e-18b5748648b1;;20.01.21 08:57;20.01.21 08:57;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2021-01-20 08:10:00.000;2fe9258f-3657-de62-0c43-a1bdb1078c0c
